lng,lat,date,customdate,time,customtime,crime,location,region,province,modus,crimetype,station,moduscode,date_com,datechar
121.048,14.7148,2018-07-16,"Mon - Jul 16, 2018",11:30:00,11:30:AM,PHYSICAL INJURIES,"Santa Monica, Novaliches, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 04 Novaliches,mc92,0000-00-00,Mon - Jul 
121.039,14.6707,2018-07-15,"Sun - Jul 15, 2018",16:45:00,4:45:PM,THEFT,"Bahay Toro, Talipapa, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 03 Talipapa,mc72,0000-00-00,Sun - Jul 
121.037,14.6865,2018-07-15,"Sun - Jul 15, 2018",22:30:00,10:30:PM,Drug Related Incident (RA 9165),"Tandang Sora, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Sun - Jul 
121.012,14.627,2018-07-16,"Mon - Jul 16, 2018",09:00:00,9:00:AM,ROBBERY,"Santo Domingo (Matalahib), La Loma, Quezon City, NCR",130000000,137700000,In an Uninhabited Place or in a Private Building,8,Police Station 01 La Loma,mc24,0000-00-00,Mon - Jul 
121.04,14.7166,2018-07-16,"Mon - Jul 16, 2018",11:00:00,11:00:AM,THEFT,"Gulod, Novaliches, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 04 Novaliches,mc28,0000-00-00,Mon - Jul 
121.034,14.6988,2018-07-15,"Sun - Jul 15, 2018",04:25:00,4:25:AM,ROBBERY,"Bagbag, Novaliches, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 04 Novaliches,mc49,0000-00-00,Sun - Jul 
121.063,14.6133,2018-07-13,"Fri - Jul 13, 2018",15:00:00,3:00:PM,THEFT,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 07 Cubao,mc28,0000-00-00,Fri - Jul 
121.018,14.6085,2018-07-16,"Mon - Jul 16, 2018",02:20:00,2:20:AM,Drug Related Incident (RA 9165),"Doña Imelda, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Mon - Jul 
121.038,14.7218,2018-07-16,"Mon - Jul 16, 2018",19:40:00,7:40:PM,PHYSICAL INJURIES,"Novaliches Proper, Novaliches, Quezon City, NCR",130000000,137700000,Shooting,6,Police Station 04 Novaliches,mc93,0000-00-00,Mon - Jul 
121.061,14.7335,2018-07-15,"Sun - Jul 15, 2018",21:00:00,9:00:PM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sun - Jul 
121.048,14.7365,2018-07-16,"Mon - Jul 16, 2018",08:00:00,8:00:AM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.058,14.7149,2018-07-15,"Sun - Jul 15, 2018",06:00:00,6:00:AM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Sun - Jul 
121.067,14.7331,2018-07-16,"Mon - Jul 16, 2018",09:15:00,9:15:AM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.064,14.7318,2018-07-16,"Mon - Jul 16, 2018",16:00:00,4:00:PM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.053,14.7218,2018-07-16,"Mon - Jul 16, 2018",15:35:00,3:35:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.042,14.7279,2018-07-16,"Mon - Jul 16, 2018",16:30:00,4:30:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.048,14.7369,2018-07-16,"Mon - Jul 16, 2018",16:30:00,4:30:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.065,14.6388,2018-07-17,"Tue - Jul 17, 2018",00:30:00,12:30:AM,Drug Related Incident (RA 9165),"Botocan, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Tue - Jul 
121.111,14.7105,2018-07-16,"Mon - Jul 16, 2018",01:45:00,1:45:AM,THEFT,"Bagong Silangan, Batasan, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 06 Batasan,mc28,0000-00-00,Mon - Jul 
121.103,14.7189,2018-07-16,"Mon - Jul 16, 2018",20:00:00,8:00:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Mon - Jul 
121.099,14.7086,2018-07-17,"Tue - Jul 17, 2018",02:00:00,2:00:AM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Tue - Jul 
121.094,14.7137,2018-07-17,"Tue - Jul 17, 2018",02:00:00,2:00:AM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Tue - Jul 
121.034,14.6641,2018-07-17,"Tue - Jul 17, 2018",04:00:00,4:00:AM,ROBBERY,"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 02 Masambong,mc49,0000-00-00,Tue - Jul 
121.011,14.6574,2018-07-17,"Tue - Jul 17, 2018",03:00:00,3:00:AM,Drug Related Incident (RA 9165),"Apolonio Samson, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Tue - Jul 
121.067,14.6735,2018-07-16,"Mon - Jul 16, 2018",23:45:00,11:45:PM,Drug Related Incident (RA 9165),"Pasong Tamo, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Mon - Jul 
121.039,14.6509,2018-07-17,"Tue - Jul 17, 2018",20:00:00,8:00:PM,Drug Related Incident (RA 9165),"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Tue - Jul 
121.059,14.615,2018-07-16,"Mon - Jul 16, 2018",19:10:00,7:10:PM,ROBBERY,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 07 Cubao,mc49,0000-00-00,Mon - Jul 
121.066,14.6137,2018-07-17,"Tue - Jul 17, 2018",02:15:00,2:15:AM,ROBBERY,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Cellphone Snatching,8,Police Station 07 Cubao,mc10,0000-00-00,Tue - Jul 
121.065,14.7363,2018-07-16,"Mon - Jul 16, 2018",21:00:00,9:00:PM,Drug Related Incident (RA 9165),"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.064,14.7352,2018-07-17,"Tue - Jul 17, 2018",04:50:00,4:50:AM,THEFT,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 05 Fairview,mc28,0000-00-00,Tue - Jul 
121.055,14.7182,2018-07-16,"Mon - Jul 16, 2018",22:30:00,10:30:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.061,14.7403,2018-07-17,"Tue - Jul 17, 2018",09:00:00,9:00:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.048,14.7337,2018-07-17,"Tue - Jul 17, 2018",14:45:00,2:45:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.055,14.7235,2018-07-17,"Tue - Jul 17, 2018",02:30:00,2:30:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.055,14.7178,2018-07-17,"Tue - Jul 17, 2018",17:30:00,5:30:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.061,14.7163,2018-07-17,"Tue - Jul 17, 2018",19:54:00,7:54:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.057,14.7391,2018-07-17,"Tue - Jul 17, 2018",19:30:00,7:30:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.059,14.7327,2018-07-17,"Tue - Jul 17, 2018",14:00:00,2:00:PM,THEFT,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Pick-Pocketing,10,Police Station 05 Fairview,mc13,0000-00-00,Tue - Jul 
121.107,14.7192,2018-07-16,"Mon - Jul 16, 2018",20:30:00,8:30:PM,PHYSICAL INJURIES,"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 06 Batasan,mc92,0000-00-00,Mon - Jul 
121.072,14.6844,2018-07-14,"Sat - Jul 14, 2018",21:30:00,9:30:PM,RAPE (Art. 266-A RC & R.A.8353),"Holy Spirit, Batasan, Quezon City, NCR",130000000,137700000,Deprived of Reason or Unconcious (Under the Influence of Liquior),7,Police Station 06 Batasan,mc19,0000-00-00,Sat - Jul 
121.085,14.6912,2018-07-17,"Tue - Jul 17, 2018",17:30:00,5:30:PM,Drug Related Incident (RA 9165),"Holy Spirit, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Tue - Jul 
120.997,14.6462,2018-07-18,"Wed - Jul 18, 2018",00:20:00,12:20:AM,Drug Related Incident (RA 9165),"Pag-Ibig Sa Nayon, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Wed - Jul 
121.046,14.6307,2018-07-16,"Mon - Jul 16, 2018",20:20:00,8:20:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Mon - Jul 
121.032,14.6301,2018-07-17,"Tue - Jul 17, 2018",07:00:00,7:00:AM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.016,14.6306,2018-07-16,"Mon - Jul 16, 2018",23:00:00,11:00:PM,Vehicular Traffic Accident,"Roxas, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Mon - Jul 
121.044,14.63,2018-07-16,"Mon - Jul 16, 2018",18:30:00,6:30:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Mon - Jul 
121.038,14.643,2018-07-16,"Mon - Jul 16, 2018",10:05:00,10:05:AM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Mon - Jul 
121.041,14.6295,2018-07-17,"Tue - Jul 17, 2018",13:30:00,1:30:PM,Vehicular Traffic Accident,"Sacred Heart, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.039,14.6287,2018-07-18,"Wed - Jul 18, 2018",07:15:00,7:15:AM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.03,14.6316,2018-07-16,"Mon - Jul 16, 2018",17:20:00,5:20:PM,Vehicular Traffic Accident,"Laging Handa, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Mon - Jul 
121.048,14.6256,2018-07-17,"Tue - Jul 17, 2018",08:30:00,8:30:AM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.035,14.6349,2018-07-18,"Wed - Jul 18, 2018",06:10:00,6:10:AM,Vehicular Traffic Accident,"Laging Handa, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.045,14.6231,2018-07-18,"Wed - Jul 18, 2018",14:10:00,2:10:PM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.022,14.6314,2018-07-14,"Sat - Jul 14, 2018",21:10:00,9:10:PM,Vehicular Traffic Accident,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Sat - Jul 
121.063,14.7407,2018-07-18,"Wed - Jul 18, 2018",10:20:00,10:20:AM,Drug Related Incident (RA 9165),"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.072,14.7077,2018-07-17,"Tue - Jul 17, 2018",10:15:00,10:15:AM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.067,14.7055,2018-07-16,"Mon - Jul 16, 2018",15:30:00,3:30:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.079,14.7053,2018-07-16,"Mon - Jul 16, 2018",15:23:00,3:23:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.072,14.7077,2018-07-16,"Mon - Jul 16, 2018",21:00:00,9:00:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Mon - Jul 
121.087,14.685,2018-07-18,"Wed - Jul 18, 2018",16:10:00,4:10:PM,Drug Related Incident (RA 9165),"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Wed - Jul 
121.068,14.7035,2018-07-18,"Wed - Jul 18, 2018",15:30:00,3:30:PM,Drug Related Incident (RA 9165),"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.009,14.6678,2018-07-18,"Wed - Jul 18, 2018",16:45:00,4:45:PM,Drug Related Incident (RA 9165),"Baesa, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Wed - Jul 
121.024,14.6576,2018-07-18,"Wed - Jul 18, 2018",17:00:00,5:00:PM,Drug Related Incident (RA 9165),"Ramon Magsaysay, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Wed - Jul 
121.022,14.6598,2018-07-18,"Wed - Jul 18, 2018",19:30:00,7:30:PM,Drug Related Incident (RA 9165),"Ramon Magsaysay, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Wed - Jul 
121.019,14.6728,2018-07-18,"Wed - Jul 18, 2018",22:15:00,10:15:PM,Drug Related Incident (RA 9165),"Sangandaan, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Wed - Jul 
121.062,14.6359,2018-07-18,"Wed - Jul 18, 2018",17:05:00,5:05:PM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Wed - Jul 
121.07,14.619,2018-07-17,"Tue - Jul 17, 2018",20:00:00,8:00:PM,Drug Related Incident (RA 9165),"Milagrosa, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Tue - Jul 
121.012,14.6145,2018-07-18,"Wed - Jul 18, 2018",13:30:00,1:30:PM,Drug Related Incident (RA 9165),"Santol, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Wed - Jul 
121.019,14.6044,2018-07-18,"Wed - Jul 18, 2018",14:30:00,2:30:PM,THEFT,"Doña Imelda, Galas, Quezon City, NCR",130000000,137700000,Salisi (Establishment),10,Police Station 11 Galas,mc68,0000-00-00,Wed - Jul 
121.066,14.7267,2018-07-18,"Wed - Jul 18, 2018",00:05:00,12:05:AM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.048,14.7331,2018-07-18,"Wed - Jul 18, 2018",18:35:00,6:35:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.061,14.71,2018-07-18,"Wed - Jul 18, 2018",19:30:00,7:30:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.042,14.7413,2018-07-18,"Wed - Jul 18, 2018",14:20:00,2:20:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.054,14.6108,2018-07-18,"Wed - Jul 18, 2018",03:00:00,3:00:AM,ROBBERY,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Breaking and Entering,8,Police Station 07 Cubao,mc97,0000-00-00,Wed - Jul 
121.028,14.6362,2018-07-18,"Wed - Jul 18, 2018",23:00:00,11:00:PM,Drug Related Incident (RA 9165),"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.08,14.6782,2018-07-18,"Wed - Jul 18, 2018",20:45:00,8:45:PM,Drug Related Incident (RA 9165),"Holy Spirit, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Wed - Jul 
121.104,14.7074,2018-07-13,"Fri - Jul 13, 2018",16:30:00,4:30:PM,RAPE (Art. 266-A RC & R.A.8353),"Bagong Silangan, Batasan, Quezon City, NCR",130000000,137700000,"Force, Threat and Intimidation",7,Police Station 06 Batasan,mc19,0000-00-00,Fri - Jul 
121.047,14.622,2018-07-19,"Thu - Jul 19, 2018",05:00:00,5:00:AM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.043,14.6245,2018-07-18,"Wed - Jul 18, 2018",13:40:00,1:40:PM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.049,14.6214,2018-07-18,"Wed - Jul 18, 2018",13:00:00,1:00:PM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.043,14.6339,2018-07-18,"Wed - Jul 18, 2018",10:30:00,10:30:AM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.045,14.623,2018-07-18,"Wed - Jul 18, 2018",11:30:00,11:30:AM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.006,14.6286,2018-07-18,"Wed - Jul 18, 2018",12:30:00,12:30:PM,THEFT,"Santo Domingo (Matalahib), La Loma, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 01 La Loma,mc28,0000-00-00,Wed - Jul 
121.011,14.6542,2018-07-19,"Thu - Jul 19, 2018",02:30:00,2:30:AM,Drug Related Incident (RA 9165),"Apolonio Samson, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Thu - Jul 
121.012,14.624,2018-07-19,"Thu - Jul 19, 2018",19:00:00,7:00:PM,Drug Related Incident (RA 9165),"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Thu - Jul 
121.083,14.6924,2018-07-19,"Thu - Jul 19, 2018",12:00:00,12:00:PM,Drug Related Incident (RA 9165),"Commonwealth, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Thu - Jul 
121.063,14.7086,2018-07-18,"Wed - Jul 18, 2018",08:00:00,8:00:AM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.049,14.6194,2018-07-18,"Wed - Jul 18, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Wed - Jul 
121.049,14.6183,2018-07-19,"Thu - Jul 19, 2018",11:30:00,11:30:AM,Drug Related Incident (RA 9165),"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.055,14.6239,2018-07-19,"Thu - Jul 19, 2018",22:00:00,10:00:PM,Drug Related Incident (RA 9165),"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.053,14.622,2018-07-09,"Mon - Jul 9, 2018",14:45:00,2:45:PM,THEFT,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 07 Cubao,mc28,0000-00-00,Mon - Jul 
121.066,14.6187,2018-07-18,"Wed - Jul 18, 2018",22:00:00,10:00:PM,ROBBERY,"Masagana, Project 4, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 08 Project 4,mc49,0000-00-00,Wed - Jul 
121.061,14.7165,2018-07-19,"Thu - Jul 19, 2018",22:03:00,10:03:PM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
